key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-735663001,Single toxicity of arsenic and combined trace metal exposure to a microalga of ecological and commercial interest: Diacronema lutheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.chemosphere.2021.132949,Arsenic;Metals,NA,NA
rayyan-735663367,"Occurrence survey and spatial distribution of perfluoroalkyl and polyfluoroalkyl surfactants in groundwater, surface water, and sediments from tropical environments",2017,12,31,SCIENCE OF THE TOTAL ENVIRONMENT,"[""0048-9697"", ""1879-1026""]",607,NA,243-252,NA,NA,NA,NA,NA,"The occurrence and spatial distribution of 22 selected perfluoroalkyl and polyfluoroalkyl substances (PFASs) in surface water (n=75), groundwater (n=80) and surficial sediment (n=15) were investigated for the first time in the tropical areas constituted by the French Overseas Territories (French Guiana, Guadeloupe, Martinique, Mayotte and Reunion). Descriptive statistics and correlations between PFASs were evaluated through the use of specific statistical treatments to handle left-censored data (""non-detects""). PFASs were ubiquitous in these samples and detection frequencies as high as 79% for perfluorooctane sulfonate (PFOS) and 65% for perfluorooctanoate (PFOA) were reported in surface waters. Sigma PFASs was in the range <LOD-77 ng L-1 (median =1.8 ng L-1) in surface waters and <LOD-638 ng L-1 (median=0.56 ng L-1) in groundwater. PFOS and PFOA dominated PFAS composition profiles in surface water, while shorter-chain compounds prevailed in groundwater, highlighting their higher transfer potential through infiltration processes and the possible influence of precursors. Elevated levels of 6:2 fluorotelomer sulfonate (6:2 FTSA) and short-chain perfluoroalkyl carboxylates were found in groundwater near several industrial facilities such as oil refineries or electricity power plants. This may be related to the existence of firefighting operations involving the use of aqueous film forming foams (AFFFs) that contain precursors to such compounds. These findings would also tend to confirm recent trends regarding the increasing proportion of C-4- or C-6-based perfluoroalkyl acids, their precursors, or even shorter-chain congeners at PFAS hot spots. (C) 2017 Elsevier B.V. All rights reserved.",NA,10.1016/j.scitotenv.2017.06.146,Surface-Active Agents,NA,NA
rayyan-735663633,Authentication of pineapple (<i>Ananas comosus</i> [L.] Merr.) fruit maturity stages by quantitative analysis of γ- and δ-lactones using headspace solid-phase microextraction and chirospecific gas chromatography-selected ion monitoring mass spectrometry (HS-SPME-GC-SIM-MS),2015,2,1,FOOD CHEMISTRY,"[""0308-8146"", ""1873-7072""]",168,NA,496-503,NA,NA,NA,NA,NA,"Headspace solid phase microextraction and chirospecific gas chromatography mass spectrometry in selected ion monitoring mode (HS-SPME-GC-SIM-MS) allowed quantitative determination of delta-lactones (delta-C8, delta-C10) and gamma-lactones (gamma-C6, gamma-C8, gamma-C10). A stable isotope dilution assay (SIDA) with d(7)-gamma-decalactone as internal standard was used for quantitative analysis of pineapple lactones that was performed at three progressing post-harvest stages of fully ripe air-freighted and green-ripe sea-freighted fruits, covering the relevant shelf-life of the fruits. Fresh pineapples harvested at full maturity were characterised by gamma-C6 of high enantiomeric purity remaining stable during the whole post-harvest period. In contrast, the enantiomeric purity of gamma-C6 significantly decreased during post-harvest storage of sea-freighted pineapples. The biogenetical background and the potential of chirospecific analysis of lactones for authentication and quality evaluation of fresh pineapple fruits are discussed. (C) 2014 Elsevier Ltd. All rights reserved.",NA,10.1016/j.foodchem.2014.07.071,"Chromatography;Gas;Lactones;Chromatography, Gas",NA,NA
rayyan-735663433,"Ten Bird Species, Six Guilds, Three Habitats, and 59 Chlorinated and Brominated POPs: What do 64 Eggs from the Largest Economic Hub of Southern Africa tell us?",2021,NA,NA,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"[""0090-4341"", ""1432-0703""]",81,3,347-366,NA,NA,NA,NA,NA,"There is little information on how POPs in eggs of different terrestrial, wetland, and aquatic birds share a large urban and rural landscape relate. We collected and analysed 64 eggs belonging to ten species of six feeding guilds, and compared organic chlorinated pesticide (OCP), polychlorinated biphenyl (PCB), and brominated flame retardants (BFR) residue concentrations and compositions. The eggs were collected in the Gauteng and the northern part of the Free Sate provinces of South Africa, one of the largest economic hubs in Africa. White-breasted Cormorant and African Darter eggs (at the highest trophic level as large aquatic predators) had the highest sigma OCP and sigma PCB concentrations, and Cape Sparrow and Southern Masked Weaver (granivores) eggs had the lowest concentrations, corresponding to the lowest trophic level in our collection. The highest percentage p,p'-DDT were in eggs of the terrestrial insectivore Crowned Lapwing (24%) and the scavenging African Sacred Ibis (17%), and the lowest in African Darter (1.0%) and White-breasted Cormorant (0.9%) eggs, suggesting that recency of DDT releases in a region cannot be gauged by this metric. African Sacred Ibis and Southern Masked Weaver eggs had the highest sigma BFR concentrations, with Crowned Lapwing, Cattle Egret, and White-breasted Cormorant eggs the least. Based on feeding guilds, the mean sigma POP concentrations increased from granivore, aquatic omnivore, scavenger, terrestrial insectivore, small aquatic predator, to large aquatic predator. Mean sigma POP concentrations in eggs increased from terrestrial, to wetland, to aquatic habitat birds. Interesting patterns were observed with multivariate analyses. There were no significant regressions between egg size and any summed POP classes. sigma BFR concentrations were not correlated with sigma OCPs or sigma PCBs. Eggshell thinning of African Darter eggs was associated with p,p'-DDE and sigma PCB suggesting risk. Other metrics also suggest risk. Therefore, different species of terrestrial and aquatic birds from the same area acquire and deposit POPs in different proportions and quantities in their eggs. Trophic levels and habitat explain the overall patterns, but detailed differences were found, some of which we are unable to explain. Based on POPs residues in terrestrial, wetland, and aquatic bird eggs, different POPs classes behave differently in a shared large inland industrial area, complicating deductions about POPs and associated risks based on one or few species.",NA,10.1007/s00244-021-00882-8,Ovum,NA,NA
rayyan-735663791,Unregulated Active and Closed Textile Mills Represent a Significant Vector of PFAS Contamination into Coastal Rivers,2024,NA,NA,ACS ES and T Water,NA,4,1,114-124,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181097616&doi=10.1021%2facsestwater.3c00439&partnerID=40&md5=2878f69d4dcfbcb8719a01fd95a8047a,NA,NA,NA,"Despite concerns over the ubiquity of per- and polyfluoroalkyl substances (PFAS), little is known about the diversity of their sources to surface waters and their seasonal dynamics. Frequent use of PFAS in textiles means that both active and closed textile mills require evaluation as PFAS sources. We deployed passive samplers at seven sites in an urban river and estuary adjacent to textile mills in Southern Rhode Island (USA) over 12 months. We estimated monthly mass flows (g month-1) of perfluorohexanoic acid (45 ± 56) and perfluorooctanoic acid (30 ± 45) from the upstream river influenced by an active mill. Average mass flows were 73-155% higher downstream, where historical textile waste lagoons contributed long-chain perfluoroalkyl acids. Mass flows of perfluorononanoic acid increased from 7.5 to 21 g month-1 between the upstream and downstream portions of the rivers. Distinct grouping of the two main PFAS sources, active textile mills and historical waste lagoons, was identified using principal component analysis. Neither suspect screening nor extractable organofluorine analysis revealed that measurable PFASs were missing beyond the targeted compounds. This research demonstrates that both closed and active textile mills are important ongoing PFAS sources to freshwater and marine regions and should be further evaluated as a source category. © 2023 American Chemical Society.",NA,10.1021/acsestwater.3c00439,PFAS;PFCA;passive sampling;textile mills;waste lagoons,NA,NA
rayyan-735664785,Global distribution of PFOS and related chemicals,2011,NA,NA,Global Contamination Trends of Persistent Organic Chemicals,NA,NA,NA,593-628,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005945640&partnerID=40&md5=b7af76573709c158ce613dc2214526b1,NA,NA,NA,"Perfluorinated compounds (PFCs) are synthetic organic chemicals used in a variety of industrial and commercial applications, including surfactants in pesticides, surface protectors in textiles, furnishings, and food packaging. PFCs become emerging chemicals of concern and two of them, namely perfluorooctane sulfonate (PFOS) and perfluorooctane sulfonyl fluoride (POSF) were listed as “restricted use” (Annex B) under the Stockholm Convention in May 2009. PFCs have an anionic functional group and nonpolar perfluoroalkyl chain. This moiety allows them to repel both water and oil, and accounts for their surfaces tension/leveling properties. Additionally, the high-energy carbon-fluorine bond accounts for the chemical and physical stability of these compounds. PFOS and perflurooctanoate (PFOA), having an eight carbon, were the two most well-known PFCs. PFCs have been manufactured and used as surfactant processing aids in the production of fluoropolymers, coatings for clothing, fabrics, upholstery and carpets, in paper products approved for food contact, and in aqueous film-forming foams (AFFF) for the past six decades [1]. PFCs are ubiquitous in the environment, and different governmental agencies have taken corresponding actions to regulate these compounds. The use of PFOS is regulated in the United States; further regulations of PFOS and related compounds have been implemented in the EU (Directive 76/769) from December 2007 in Europe, while the remaining permitted uses will be phased out by 2011 (OJ Directive 2006/122/ECOF). In Japan, according to the Chemical Substance Control Law, PFOS and POSF were listed as class I hazardous chemicals in April 2010. To a certain extent, they were classified as one of the contaminants, similar to polychlorinated biphenyls (PCBs), which can pose the highest risks to human. On the other hand, PFOA was classified as a Class II chemical on the watch list in 2002. PFOA-related chemicals such as perfluorododecanoic acid, perfluorotridecanoic acid, perfluorotetradecanoic acid, perfluoropentadecanoic acid, and perfluorohexadecanoic acid were classified as Class I chemicals on the watch list in 2008. Concern about fluorinated organic compounds, particularly PFCs, has been growing since the late 1990s because of the ubiquitous occurrence of PFCs in the environment, especially since they were found in biota (i.e., polar bear) from remote arctic regions where no PFC-related production facilities existed [1-7]. © 2012 by Taylor & Francis Group, LLC.",NA,NA,⛔ No DOI found;character(0),NA,NA
rayyan-735663747,"The biopharmaceutics and oral bioavailability of two forms of oxytetracycline to the white shrimp, <i>Litopenaeus setiferus</i>",2006,8,31,AQUACULTURE,0044-8486,258,1,42-54,NA,NA,NA,NA,NA,"The pharmacokinetics of the antibiotic, oxytetracycline (OTC), were examined following oral dosing in the white shrimp, Litopenaeus setifierus. These studies were conducted to improve dosing efficacy and safety for OTC use in treating shrimp. Oxytetracycline is available commercially for feed preparation as a premix of two different forms of the parent drug, the dihydrate form (OXTC) and the monoalkyl (C8-18) trimethyl quaternary salt form (TMF). Both pharmacokinetics and physicochemical properties were studied under conditions simulating a marine environment. Physicochemical properties studied were solubility and short-term stability of the premixes and dissolution following incorporation of the premix into feed. The oral bioavailability of OTC from feed containing either form of OTC was evaluated and compared in shrimp following single and multiple dosing. Hemolymph levels of OTC at predetermined time intervals after dosing were measured by High Performance Liquid Chromatography (HPLC). The hemolymph OTC levels were fitted to appropriate pharmacokinetic models to determine parameters as is typically done in pharmacokinetic evaluations. OTC was more than twice as soluble from OXTC than from the TMF premix. After being pelleted with feed, dissolution studies showed nearly identical release profiles for the two OTC forms. It appears that the medicated feed acts like a matrix resulting in a controlled release dosage form for OTC with 100% release requiring about 24 It. The short-term stability study indicated that OTC from the TMF premix was more stable than OXTC in seawater under ambient conditions. While this might improve bioavailability and therapeutic efficacy, it will lengthen its residence time in the environment if released with consequent increased environmental risk. Hemolymph OTC concentration versus time profiles following single dose oral administration were well described by a triexponential equation suggesting a two compartment pharmacokinetic model. OTC was well absorbed from both salt forms when orally administered; bioavailability was better than reported in the literature for finfish. To evaluate bioequivalency, the rate and extent of absorption were compared for the two forms of OTC. The maximum hemolymph concentration (C-max) and time to achieve the maximum (t(max)) were not significantly different for the two forms, but the apparent bioavailability (F) and area under the concentration-time curve (AUC) was found to be statistically greater for the OXTC form. In both cases, peak concentrations were delayed, suggesting a unique mechanism for absorption in shrimp. While single dose studies with individual shrimp suggested that OXTC was the preferred form of OTC, multiple dose studies with multiple shrimp showed that practically there is little difference in therapeutic efficacy or depuration times between the two forms of OTC. Overall, either form of OTC can be useful for the, aquaculturing of shrimp; it appears that OTC can be used safely in a product for human consumption following a reasonably short withdrawal period. (c) 2006 Elsevier B.V. All rights reserved.",NA,10.1016/j.aquaculture.2006.03.029,European Continental Ancestry Group;Biological Availability;Oxytetracycline,NA,NA
rayyan-735662734,Survey of legacy and emerging per- and polyfluorinated alkyl substances in Mediterranean seafood from a North African ecosystem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.envpol.2021.118398,Data Collection,NA,NA
rayyan-735664667,Perfluorinated alkyl substances (PFAS) in terrestrial environments in Greenland and Faroe Islands,2015,NA,NA,Chemosphere,NA,129,NA,164-169,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926407467&doi=10.1016%2fj.chemosphere.2014.11.044&partnerID=40&md5=6821f83b8f6f5a589526974c1e4a9802,NA,NA,NA,"Perfluorinated alkylated substances (PFASs) have been measured in liver samples from terrestrial organisms from Greenland and the Faeroe Islands. Samples from ptarmigan (West Greenland), reindeer (southwest-Greenland), muskox (East Greenland), and land-locked Arctic char from southwest Greenland and the Faroe Islands were analyzed. In addition, PFASs levels in land-locked brown trout from Faroese lakes are reported. Of the 17 PFASs analyzed in the samples the following compounds were detected: PFOS, PFNA, PFDA, PFUnA, PFDoA, PFTrA, and PFTeA.PFNA was the compound detected in most samples and in all species. However, the compound detected at highest concentration was dependent on species, with overall highest concentrations of PFTrA and PFUnA being detected in trout liver from Lake á Mýranar (Faroe Islands). In muskox, the PFAS occurring at highest concentrations was PFDA, which was among the PFAS detected at lowest concentrations in freshwater fish, and was only detected in one individual ptarmigan. The concentration of PFOS, PFDoA and PFTrA in Arctic char from Greenland and Faroe Islands were similar, whereas the concentration of PFNA, PFDA and PFUnA were higher in Arctic char than those from Greenland. The opposite was observed for PFTeA. The PFASs occurring at highest concentrations in trout were PFTrA and PFUnA. Arctic char from Lake á Mýranar had much lower concentrations of PFTrA and PFUnA than in trout from the lakes analyzed, but a higher concentration of PFTeA than trout from the same lake. A clear pattern with odd-carbon number homologues concentrations higher than the next lower even homologue was observed in fish samples, which is consistent with the hypothesis of transport of volatile precursors to remote regions. © 2014 Elsevier Ltd.",NA,10.1016/j.chemosphere.2014.11.044,Fish;Fluorocarbons;PFASs;Animals;Article;Environmental Monitoring;Greenland;Liver;animal;Arctic;fluorocarbon;nonhuman;trophic level;bird;carbon;bioaccumulation;environmental monitoring;alkyl group;animal tissue;chemical substance;chemistry;perfluoro compound;water pollutant;fish;perfluorooctanesulfonic acid;concentration (composition);adult;sulfonic acid derivative;liver;terrestrial species;Terrestrial animals;Perfluorinated alkyl substances;limit of detection;lake;Lakes;octanoic acid derivative;Animalia;sulfonamide;terrestrial ecosystem;decanoic acid derivative;Salvelinus alpinus;salmonine;Trout;Fishes;Terrestrial environments;hexanoic acid derivative;Rangifer tarandus;fresh water;water analysis;terrestrial surface waters;sample;pollutant transport;Salmonidae;Faroe Islands;Salmo trutta;Denmark;Terrestrial organisms;freshwater fish;reindeer;Landforms;valeric acid derivative;Arctic char;brown trout;calf (mammal);island;Lagopus muta;muskox;Ovibos moschatus moschatus;Volatile precursors,NA,NA
rayyan-735664963,"Environmental properties and aquatic hazard assessment of anionic surfactants: Physico-chemical, environmental fate and ecotoxicity properties",2011,9,1,Ecotoxicology &amp; Environmental Safety,0147-6513,74,6,1445-1460,NA,https://research.ebsco.com/linkprocessor/plink?id=3a65da44-3972-322e-9359-3321bae662ba,eng,NA,NA,"This paper summarizes the environmental hazard assessment of physicochemical properties, environmental fate and behavior and the ecotoxicity of a category of 61 anionic surfactants (ANS), comprised of alkyl sulfates (AS), primary alkane sulfonates (PAS) and alpha-olefin sulfonates (AOS) under the High Production Volume Chemicals Program of the Organisation for Economic Co-operation and Development (OECD). The most important common structural feature of the category members examined here is the presence of a predominantly linear aliphatic hydrocarbon chain with a polar sulfate or sulfonate group, neutralized with a counter-ion. The hydrophobic hydrocarbon chain (with a length between C<sub>8</sub> and C<sub>18</sub>) and the polar sulfate or sulfonate groups confer surfactant properties and enable the commercial use of these substances as anionic surfactants. The close structural similarities lead to physico-chemical properties and environmental fate characteristics which follow a regular pattern and justify the applied read-across within a category approach. Common physical and/or biological properties result in structurally similar breakdown products and are, together with the surfactant properties, responsible for similar environmental behavior. The structural similarities result in the same mode of ecotoxic action. Within each of the three sub-categories of ANS the most important parameter influencing ecotoxicity is the varying length of the alkyl chain. Although the counter-ion may also influence the physico-chemical properties, there is no indication that it significantly affects chemical reactivity, environmental fate and behavior or ecotoxicity of these chemicals. Deduced from physico-chemical and surfactancy properties, the main target compartment for the substances of the ANS category is the hydrosphere. They are quantitatively removed in waste water treatment plants, mainly by biodegradation. Quantitative removal in biological treatment plants is reflected by low AS concentrations measured in effluents of waste water treatment plants (mostly below 10μg/L). In addition, bioaccumulation of ANS does not exceed regulatory triggers based upon experimental data. A considerable number of reliable aquatic toxicity data for the whole ANS category are available, including chronic and subchronic data for species of all trophic levels. Based upon the highest quality data in hand, there appears to be no singularly most sensitive trophic level in tests on the toxicity of alkyl sulfates, with a large degree of overlap among algae, invertebrates and fish. Algae proved to be more variable in sensitivity to alkyl sulfate exposure compared to fish and daphnia. The key study for the aquatic hazard assessment is a chronic test on Ceriodaphnia dubia, which covers a range of the alkyl chain length from C<sub>12</sub> to C<sub>18</sub>. A parabolic response was observed, with the C<sub>14</sub> chain length being the most toxic (7d-NOEC=0.045mg/L). Responses of aquatic communities to C<sub>12</sub> AS and C<sub>14–15</sub> AS have been studied in high quality stream mesocosm studies containing a broad range of species and ecological interactions. These studies are regarded as a better approximation to reality when extrapolating to the environment. The 56-d chronic NOEC for C<sub>12</sub> AS and C<sub>14–15</sub> AS were 0.224 and 0.106mg/L, respectively, based on integrated assessments of periphyton (algal, bacterial and protozoan) and invertebrate communities. Taking into account the rapid biodegradation of the ANS compounds as well as the low concentrations measured in different environmental compartments, this category of surfactants is of low concern for the environment.",NA,10.1016/j.ecoenv.2011.04.015,Pollution;Surface-Active Agents;Surface active agents;Toxicity testing;Development;Hazardous substances;Organisation for Economic Co-operation &amp;Physical &amp;Sulfonates;theoretical chemistry,NA,NA
