key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-735662835,"Perfluoroalkyl acids in pregnant women from Nunavik (Quebec, Canada): Trends in exposure and associations with country foods consumption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.envint.2020.106169,Canada;Food;Quebec,NA,NA
rayyan-735664381,Accumulation of pollutants in nestlings of an endangered avian scavenger related to territory urbanization and physiological biomarkers,2019,NA,NA,Environmental Pollution,NA,252,NA,1801-1809,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068509303&doi=10.1016%2fj.envpol.2019.06.101&partnerID=40&md5=283aad308992a24b8fd2ef0adf1b04d7,NA,NA,NA,"We monitor pollutant accumulation and investigate associated changes at the physiological level within the population of an obligate avian scavenger, the Egyptian Vulture (Neophron percnopterus), from Catalonia (NE Spain). This population is expanding its range, presumably because of the use of human waste disposal sites as food resource. We hypothesized that habitat urbanization, presumably associated with feeding from human wastes, could influence the accumulation of persistent organic pollutants and metals. The aim of this study was to explore the relationship between accumulated pollutants and biochemical parameters in nestling blood. We used the proportion of urban surface within an 8 km radius of each nest as a proxy to study the relationship between anthropic influence and pollutant accumulation. Observed blood levels of metals, organochlorine pesticides, polychlorinated biphenyls (PCBs), per- and polyfluoroalkylated substances (PFAS) and polybrominated diphenyl ethers (PBDEs) were relatively low, as expected for nestling individuals due to short-term exposures. CB-180 and PBDEs were associated with variations in blood biochemistry parameters; hexa-BDEs appeared positively associated with activities of the enzymes aspartate aminotransferase and lactate dehydrogenase, whereas CB-180 accumulation was associated with an increased activity of creatine phosphokinase and elevated glutathione levels. Increased CB-180 levels were also related to decreased blood concentrations of calcium, cholesterol, α-tocopherol and lutein. A proportion of urban surfaces as low as 6.56% within a radius of 8 km around the nest appears related to the accumulation of CB-180, the majority of analysed PFAS and of PBDE congeners 99 and 209, and increased urbanization was also associated with decreased plasma levels of α-tocopherol and carotenoids. These associations suggest that changes in blood profiles of vitamins, carotenoids or other analytes, despite related to increased plasma levels of CB-180, would be consequence of exploitation of artificial food sources rather than of a direct effect of the pollutants. © 2019 Elsevier Ltd; Accumulation of POPs in nestlings of the endangered Egyptian vulture associates with territory urbanization. © 2019 Elsevier Ltd",NA,10.1016/j.envpol.2019.06.101,PFAS;Humans;Animals;Article;Environmental Monitoring;Spain;Metals;animal;Blood;ecosystem;Ecosystem;environmental exposure;nonhuman;unclassified drug;blood analysis;nestling;Organic pollutants;polybrominated diphenyl ether;polychlorinated biphenyl;raptor;bioaccumulation;biological marker;biomarker;environmental monitoring;Environmental Pollutants;pollutant;Chlorine compounds;Biomarkers;Catalonia;urban area;urbanization;procedures;Polychlorinated biphenyls;blood level;human;Urbanization;growth;blood;Falconiformes;calcium;glutathione;organochlorine pesticide;PBDE;Polybrominated diphenyl ether (PBDEs);Polychlorinated biphenyl (PCBs);animal food;biochemical analysis;physiology;physiological response;Aves;enzyme activity;organochlorine;scavenger;vulture (bird);Organochlorine compounds;air pollutant;waste disposal facility;alpha tocopherol;aspartate aminotransferase;Aspartate aminotransferase;blood biochemistry;calcium blood level;creatine kinase;endangered species;Endangered Species;lactate dehydrogenase;Neophron percnopterus;organic pollution;PBDEs;Persistent organic pollutant (POP);Pigments;polyfluoroalkylated substance;territory;vitamin blood level;Vulture;Waste disposal;xanthophyll;aging;development;environmental;domestic chemicals;industrial;Biological Markers,NA,NA
rayyan-735664276,Enrichment of perfluoroalkyl substances in the sea-surface microlayer and sea-spray aerosols in the Southern Ocean,2020,NA,NA,Environmental Pollution,NA,267,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090231486&doi=10.1016%2fj.envpol.2020.115512&partnerID=40&md5=8f06d79e84fd809c5852f962e30e85fc,NA,NA,NA,"The accumulation of Perfluoroalkyl substances (PFAS) in the SML and their enrichment in SSA is consistent with marine aerosols as a vector for PFAS transport. © 2020 Elsevier Ltd; Sea-spray (or sea-salt) aerosol (SSA) formation and their subsequent atmospheric transport and deposition have been suggested to play a prominent role in the occurrence of ionizable perfluoroalkyl substances (PFAS) in the maritime Antarctica and other remote regions. However, field studies on SSA's role as vector of transport of PFAS are lacking. Following a multiphase approach, seawater (SW), the sea-surface microlayer (SML) and SSA were sampled simultaneously at South Bay (Livingston Island, Antarctica). Average PFAS concentrations were 313 pg L−1, 447 pg L−1, and 0.67 pg m−3 in SW, the SML and SSA, respectively. The enrichment factors of PFAS in the SML and SSA ranged between 1.2 and 5, and between 522 and 4690, respectively. This amplification of concentrations in the SML is consistent with the surfactant properties of PFAS, while the large enrichment of PFAS in atmospheric SSA may be facilitated by the large surface area of SSA and the sorption of PFAS to aerosol organic matter. This is the first field work assessing the simultaneous occurrence of PFAS in SW, the SML and SSA. The large measured amplification of concentrations in marine aerosols supports the role of SSA as a relevant vector for long-range atmospheric transport of PFAS. © 2020 Elsevier Ltd",NA,10.1016/j.envpol.2020.115512,Fluorocarbons;Surface waters;Perfluoroalkyl substances;Canada;fluorocarbon;Organic pollutants;persistent organic pollutant;pollutant;concentration (composition);Antarctic Regions;Antarctica;long range transport;Southern ocean;sea water;article;Atmospheric movements;island (geological);Islands;Ontario [Canada];Seawater;sea;atmospheric deposition;Atmospheric transport;Manitoulin Island;South Bay;Long-range atmospheric transports;Aerosols;aerosol;Southern Ocean;enrichment;Surfactant properties;Enrichment factors;spray;Oceans;Seas;aerosol formation;Maritime Antarctica;microlayer;Multiphase approach;sea surface;Sea surface microlayer;Sea-spray aerosol;Sea-surface microlayer,NA,NA
rayyan-735664683,"Focused ultrasound solid-liquid extraction for the determination of perfluorinated compounds in fish, vegetables and amended soil",2014,NA,NA,Journal of Chromatography A,NA,1331,NA,27-37,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896723832&doi=10.1016%2fj.chroma.2014.01.025&partnerID=40&md5=c323625c7727f0a0f8b686fd8efe1adc,NA,NA,NA,"In the present work a method was developed for the determination of different perfluorinated compounds (PFCs), including three perfluorinated sulfonic acids (PFSAs), seven perfluorocarboxylic acids (PFCAs), three perfluorophosphonic acids (PFPAs) and perfluorooctanesulfonamide (PFOSA) in fish, vegetables and amended soil samples based on focused ultrasound solid-liquid extraction (FUSLE) followed by solid-phase extraction (SPE) clean-up and liquid chromatography-tandem mass spectrometry (LC-MS/MS). Different variables affecting the chromatographic separation (column type and pH of the mobile phase), the electrospray ionization (capillary voltage, nebulizer pressure and drying gas flow) and mass spectrometric detection (fragmentor voltage and collision energy) were optimized in order to improve the sensitivity of the separation and detection steps. In the case of FUSLE variables such as the solvent type, the solvent volume, the extraction temperature, the sonication and extraction time and the percentage of applied irradiation power were studied. Under optimized conditions, sonication of 2.5. min with pulse times on of 0.8. s and pulse times off of 0.2. s in 7. mL of (9:1) acetonitrile (ACN): water mixture in duplicate guaranteed exhaustive extraction of the matrices analyzed. Due to the non-selective extraction using FUSLE, different SPE cartridges (200-mg Waters Oasis-HLB, 150-mg Waters Oasis-WAX and 150-mg Waters Oasis-MAX) were tested in terms of extraction efficiency and matrix effect both in the extraction and detection steps. Mix mode SPE using Waters Oasis-WAX provided the best extraction efficiencies with the lowest matrix effect. The final method was validated in terms of recovery at two fortification levels (in the 80-120% for most of the analytes and matrices), precision (relative standard deviation in the 2-15% range) and method detection limits (MDLs, 0.3-12.4. ng/g for vegetables, 0.2-12.5. ng/g for fish and 1-22. ng/g for amended soil). Finally the method was applied for the determination of the 14 PFCs in different vegetables and fish samples from a local supermarket and in a soil amended with a compost from a local wastewater treatment plant (WWTP). © 2014 Elsevier B.V.",NA,10.1016/j.chroma.2014.01.025,Fish;Fluorocarbons;Vegetables;Animals;Carboxylic Acids;Sulfonic Acids;Sulfonamides;Chromatography;Mass Spectrometry;Organophosphates;nonhuman;unclassified drug;perfluoro compound;Extraction;Liquid chromatography;Mass spectrometry;fish;liquid chromatography;solid phase extraction;Solid Phase Extraction;tandem mass spectrometry;Tandem Mass Spectrometry;vegetable;mass spectrometry;Perfluorinated compounds;water;article;priority journal;Soil;Soils;chemical analysis;Electrospray ionization;limit of detection;perfluorocarboxylic acid;solvent;sensitivity analysis;electrospray;waste water treatment plant;food analysis;extraction;ultrasound;acetonitrile;pH;Soil Pollutants;Fishes;soil analysis;perfluorooctanesulfonamide;analytical parameters;measurement accuracy;validation process;Ultrasonics;column chromatography;Water Pollutants;phase separation;Optimization;Chemical;measurement precision;Matrix effects;Perfluorinated compound (PFCs);Liquid;Matrix effect;perfluorosulfonic acid;soil amendment;irradiation;Liquid chromatography tandem mass spectrometry (LC MS/MS);Solid-liquid extraction;Ultrasonic applications;Relative standard deviations;extracts;perfluorophosphonic acid;Amended soil;capillary voltage;collision energy mass spectrometry;Composting;drying gas flow;extraction temperature;extraction time;focused ultrasound solid liquid extraction;Focused ultrasound solid-liquid extraction;fragmentor voltage mass spectrometry;nebulizer pressure;Perfluorinated sulfonic acid,NA,NA
rayyan-735663810,PFAS River Export Analysis Highlights the Urgent Need for Catchment-Scale Mass Loading Data,2024,NA,NA,Environmental Science and Technology Letters,NA,11,3,266-272,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186077874&doi=10.1021%2facs.estlett.4c00017&partnerID=40&md5=5dec8932a54c7f44b597e2294cea8704,NA,NA,NA,"Source apportionment of per- and polyfluoroalkyl substances (PFAS) requires an understanding of the mass loading of these compounds in river basins. However, there is a lack of temporally variable and catchment-scale mass loading data, meaning identification and prioritization of sources of PFAS to rivers for management interventions can be difficult. Here, we analyze PFAS concentrations and loads in the River Mersey to provide the first temporally robust estimates of PFAS export for a European river system and the first estimates of the contribution of wastewater treatment works (WwTWs) to total river PFAS export. We estimate an annual PFAS export of 68.1 kg for the River Mersey and report that the yield of perfluorooctanesulfonic acid (PFOS) and perfluorooctanoic acid (PFOA) in the catchment is among the highest recorded globally. Analysis of river and WwTW loads indicates approximately one-third of PFOA emitted from WwTWs is potentially stored in the catchment and approximately half of PFOS transported by the River Mersey may not originate from WwTWs. As governments move toward regulation of PFAS in WwTW effluents, our findings highlight the complexity of PFAS source apportionment and the need for catchment-scale mass loading data. This study indicates that strategies for reducing PFAS loading that focus solely on WwTW effluents may not achieve river water quality targets. © 2024 The Authors. Published by American Chemical Society",NA,10.1021/acs.estlett.4c00017,PFAS;Rivers;Polyfluoroalkyl substances;Urban;Point-sources;river;Wastewater treatment;Effluents;Catchments;Water quality;Runoff;Source apportionment;Catchment scale;Load;Loading;Loading data;loads;Mass loadings;nonpoint source;Nonpoint sources;point source;urban;wastewater treatment works;Wastewater treatment works,NA,NA
rayyan-735663543,Cross-linked boron nitride-piperazine amide thin film nanocomposite membranes for rejection and concentration of per- and poly-fluoroalkyl substances (PFAS),2022,NA,NA,ENVIRONMENTAL QUALITY MANAGEMENT,"[""1088-1913"", ""1520-6483""]",31,4,425-432,NA,NA,NA,NA,NA,"Per- and poly-fluoroalkyl substances (PFAS)-contaminated wastewaters present major public health risks given the PFAS thermo-chemical stability and its demonstrated adverse impacts on aquatic life, extended to the entire food chain. To date, remediation of PFAS-contaminated wastewaters have been mainly undertaken with poorly cost-effective strategies, involving multi-step processes. Advanced separation systems enabling the selective capture and concentration of PFAS must be developed. In this work, the potential of nanofiltration (NF) membranes to reject short chain length PFAS, potassium nonafluoro-1-butanesulfonate (C4F9SO3K), is demonstrated with both bare polymeric and amine functionalized-boron nitride BN(NH2) nanosheet-decorated membranes. The BN(NH2)-decorated membranes exhibited almost 1.04 times higher permeation upon C4F9SO3K filtration compared to the bare poly(piperazine amide) (PPA) membranes (53 versus 26 L m(-2) h(-1)), while maintaining very high C4F9SO3K rejection levels above 93%. A commercial membrane exhibited similar permeation to BN(NH2)-decorated membrane, but only retained similar to 65% of the C4F9SO3K. The improved filtration performance of the BN(NH2)-decorated membrane was rationalized based on advanced characterization results to its enhanced wettability and negative charge density, resulting in weak interactions between the C4F9SO3K and BN(NH2) nanosheets. This communication demonstrates the role and potential of fine surface modifications of NF membranes to support improved separation performance towards PFAS removal.",NA,10.1002/tqem.21828,"Messenger;Piperazines;Poly A-U;Poly I-C;Poly(A)-Binding Protein II;Poly(A)-Binding Proteins;Poly(ADP-ribose) Polymerases;Polyglactin 910;RNA;RNA, Messenger",NA,NA
rayyan-735664937,"Contamination status, emission sources, and human health risk of brominated flame retardants in urban indoor dust from Hanoi, Vietnam: the replacement of legacy polybrominated diphenyl ether mixtures by alternative formulations.",2021,8,1,Environmental science and pollution research international,NA,28,32,43885-43896,NA,https://login.wwwproxy1.library.unsw.edu.au/login?url=https://www.proquest.com/scholarly-journals/contamination-status-emission-sources-human/docview/2511237860/se-2?accountid=12763,English,NA,NA,"This study investigated the occurrence, distribution of several additive brominated flame retardants (BFRs) such as polybrominated diphenyl ethers (PBDEs) and some novel brominated flame retardants (NBFRs) in urban indoor dust collected from ten inner districts of Hanoi, Vietnam to assess the contamination status, emission sources, as well as their associated human exposure through indoor dust ingestion and health risks. Total concentrations of PBDEs and NBFRs in indoor dust samples ranged from 43 to 480 ng g-1 (median 170 ng g-1) and from 56 to 2200 ng g-1 (median 180 ng g-1), respectively. The most abundant PBDE congener in these dust samples was BDE-209 with concentrations ranging from 29 to 360 ng g-1, accounting for 62.6-86.5% of total PBDE levels. Among the NBFRs analyzed, decabromodiphenyl ethane (DBDPE) was the predominant compound with a mean contribution of 98.6% total NBFR amounts. Significant concentrations of DBDPE were detected in all dust samples (median 180 ng g-1, range 54-2200 ng g-1), due to DBDPE as a substitute for deca-BDE. Other NBFRs such as 1,2-bis(2,4,6-tribromophenoxy) ethane (BTBPE), pentabromoethylbenzene (PBEB) and 2,2',4,4',5,5'-hexabromobiphenyl (BB-153) were found at very low levels. Based on the measured BFR concentrations, daily intake doses (IDs) of PBDEs and NBFRs via dust ingestion at exposure scenarios using the median and 95th percentile levels for both adults and children were calculated for risk assessment. The results showed that the daily exposure doses via dust ingestion of all compounds, even in the high-exposure scenarios were also lower than their reference dose (RfD) values. The lifetime cancer risks (LTCR) were much lower than the threshold level (10-6), which indicated the acceptable health risks resulting from indoor BFRs exposure for urban residents in Hanoi.",NA,10.1007/s11356-021-13822-9,Humans;Environmental Monitoring;Environmental Exposure;Halogenated Diphenyl Ethers;Vietnam;Child;Dust;Flame Retardants;Risk assessment;Adult;analysis;House dust;Air Pollution;Indoor;Polybrominated diphenyl ethers (PBDEs);0;Index Medicus;Decabromodiphenyl ethane (DBDPE);Hanoi urban area;Humanities;Humanism;Ethers,NA,NA
rayyan-735662777,Uptake and accumulation of per- and polyfluoroalkyl substances in plants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.chemosphere.2020.127584,character(0),NA,NA
rayyan-735664774,Removal of perfluorinated compounds by wastewater treatment plants,2011,NA,NA,Huanjing Kexue Xuebao/Acta Scientiae Circumstantiae,NA,31,7,1363-1368,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051817369&partnerID=40&md5=4d1efcb9a2cf2277132595a3a6c5e9ba,NA,NA,NA,"To study the removal efficiency and environmental behavior of perfluorinated compounds in wastewater treatment plants (WWTPs), the existence and distribution of perfluorinated sulfonic acids and perfluorinated acids in the influent and effluent of two WWTPs in a city of Northern China were investigated. Moreover, changes of PFOS and PFOA concentration in different treatment units of a WWTP, which employs an aeration-A2O treatment method, were also analyzed. A relatively low degree of perfluorinated compound pollution was found, with PFOA, PFOS and PFDA being the dominant components. The aeration process could contribute to the elimination of perfluorinated compounds, while little elimination effect occurred in anaerobic or aerobic tanks. Returned sludge might release part of perfluorinated compounds back into the water phase in the aerobic tank. Concentrations of PFOS and PFOA increased after a UV disinfection process, which indicated a potential transformation from the precursors into perfluorinated compounds induced by photo-oxidation reactions.",NA,NA,⛔ No DOI found;wastewater;PFOS;China;concentration (composition);PFOA;water treatment;fluorine;Perfluorinated compounds (PFCs);pollutant removal;transformation;chemical environmental conditions;Technique unit;Waste water treatment plant,NA,NA
rayyan-735664811,"Chronic effects of water-borne PFOS exposure on growth, survival and hepatotoxicity in zebrafish: A partial life-cycle test",2009,NA,NA,Chemosphere,NA,74,5,723-729,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149522927&doi=10.1016%2fj.chemosphere.2008.09.075&partnerID=40&md5=6098940e5a1875e5d8c2323132e331f1,NA,NA,NA,"Perfluorooctane sulfonate (PFOS) is widely distributed and persistent in the environment and wildlife. The main aim of this study was to investigate the impact of long-term exposure to low concentrations of PFOS in zebrafish. Zebrafish fry (F0, 14 d post-fertilization, dpf) were exposed via the water for 70 d to 0 (control), 10, 50 and 250 μg L-1 PFOS, followed by a further 30 d to assess recovery in clean water. The effects on survival and growth parameters and liver histopathology were assessed. Although growth suppression (weight and length) was observed in fish treated with high concentrations PFOS during the exposure period, no mortality was observed throughout the 70 d experiment. Embryos and larvae (F1) derived from maternal exposure suffered malformation and mortality. Exposure to 50 and 250 μg L-1 PFOS could inhibit the growth of the gonads (GSI) in the female zebrafish. Histopathological alterations, primary with lipid droplets accumulation, were most prominently seen in the liver of males and the changes were not reversible, even after the fish were allowed to recover for 30 d in clean water. The triiodothyronine (T3) levels were not significantly changed in any of the exposure groups. Hepatic vitellogenin (VTG) gene expression was significantly up-regulated in both male and female zebrafish, but the sex ratio was not altered. The overall results suggested that lower concentrations of PFOS in maternal exposure could result in offspring deformation and mortality. © 2008 Elsevier Ltd. All rights reserved.",NA,10.1016/j.chemosphere.2008.09.075,Alkanesulfonic Acids;Female;Fluorocarbons;PFOS;Animals;Liver;Maternal Exposure;environmental exposure;female;liothyronine;male;Male;nonhuman;Triiodothyronine;animal experiment;controlled study;survival;animal tissue;Gene expression;perfluorooctanesulfonic acid;concentration (composition);pollution exposure;gene expression;embryo;Hepatotoxicity;liver;liver toxicity;article;mortality;body weight;progeny;pollution effect;Recovery;zebra fish;organic pollutant;upregulation;Zebrafish;histopathology;cyprinid;Danio rerio;vitellogenin;Vitellogenins;congenital malformation;lipid storage;Embryo;body height;sex ratio;Survival;Up-Regulation;parameter;long term exposure;Life cycle;fat droplet;larva;growth inhibition;growth response;Nonmammalian;life cycle analysis;life cycle assessment;Vitellogenin;Growth (materials);maternal mortality;reproductive potential,NA,NA
